1606622938,right,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/51.0-acc-64x3-batch-norm-7epoch-1606622501-loss-189.69.model,0.0,0.0,1.0
1606623071,right,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/51.0-acc-64x3-batch-norm-7epoch-1606622501-loss-189.69.model,0.0,0.0,1.0
1606623148,none,1.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/51.0-acc-64x3-batch-norm-7epoch-1606622501-loss-189.69.model,0.0,0.0,1.0
1606623253,left,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/51.0-acc-64x3-batch-norm-7epoch-1606622501-loss-189.69.model,0.0,0.0,1.0
1606623557,left,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/51.0-acc-64x3-batch-norm-7epoch-1606622501-loss-189.69.model,0.0,0.28,0.72
1606623654,left,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/51.0-acc-64x3-batch-norm-7epoch-1606622501-loss-189.69.model,0.0,1.0,0.0
1606623773,left,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/51.0-acc-64x3-batch-norm-7epoch-1606622501-loss-189.69.model,0.0,1.0,0.0
1606623846,none,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/51.0-acc-64x3-batch-norm-7epoch-1606622501-loss-189.69.model,0.0,1.0,0.0
1606623906,none,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/51.0-acc-64x3-batch-norm-7epoch-1606622501-loss-189.69.model,0.0,1.0,0.0
1606624415,right,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,0.0,1.0
1606624499,right,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,0.0,1.0
1606624567,none,1.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,0.0,1.0
1606624853,left,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,0.0,1.0
1606624930,left,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,0.0,1.0
1606664085,left,0.804,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.804,0.196,0.0
1606664145,none,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,1.0,0.0
1606664209,none,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,1.0,0.0
1606665002,left,1.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,1.0,0.0,0.0
